,Domain,Division,Class,Order,Family,Genus,Cell shape,Cell motility,Sampling ocean,Sampling regional sea,Sampling country,Sampling ecosystem,Isolation by,Sampling by,Deposit to rcc by,RCC medium,RCC temperature,RCC transfer period weeks,RCC light,Remark,Sampling date,Clonal,Axenic,Pure,Heterotrophic,Toxic,Symbiotic,Transformed,STRAIN ID,Latitude,Longitude,Sampling site,Sampling station,Isolation method,Identification method,Isolation medium,Purification by,Purification method,Sampling depth (m),Contaminant type,Sampling cruise,Sampling temperature,Identification by,Cell assemblage,Date entered catalog,Host type,Host genus,Sampling substrate,Isolation growth temperature,Clade,Deposit to RCC date,Sampling water type
RCC3730,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,,Japan,pelagic,K. Hagino,K. Hagino,K. Hagino,K/2,17.00,12.00,25,,,Yes,No,Yes,No,No,No,No,RCC3730,32.42,128.67,Japanese coast,,,,,,,,,,,,,"Tuesday, January 21, 2014",,,,23.80,Morphotype A,"Wednesday, February 8, 2012",
RCC3731,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,,Japan,pelagic,K. Hagino,K. Hagino,K. Hagino,K/2,17.00,12.00,25,,,Yes,No,Yes,No,No,No,No,RCC3731,32.42,128.67,Japanese coast,,,,,,,,,,,,,"Tuesday, January 21, 2014",,,,23.80,Morphotype A,"Wednesday, February 8, 2012",
RCC3732,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,,Japan,pelagic,K. Hagino,K. Hagino,K. Hagino,K/2,17.00,12.00,25,,,Yes,No,Yes,No,No,No,No,RCC3732,32.42,128.67,Japanese coast,,,,,,,,,,,,,"Tuesday, January 21, 2014",,,,23.80,Morphotype A,"Wednesday, February 8, 2012",
RCC3782,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3782,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3783,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3783,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3784,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3784,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3785,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3785,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3786,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3786,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3787,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3787,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3788,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3788,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3789,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3789,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3790,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3790,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3791,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3791,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3792,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3792,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3793,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3793,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3794,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3794,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3795,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3795,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3796,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3796,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3797,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3797,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3798,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3798,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3799,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3799,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3800,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3800,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3801,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3801,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3802,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3802,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3803,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3803,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3804,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3804,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3806,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3806,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3807,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3807,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3808,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3808,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3809,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3809,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3810,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3810,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3811,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3811,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3813,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3813,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3814,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3814,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3815,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3815,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3816,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3816,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3817,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3817,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3819,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3819,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3820,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3820,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3821,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3821,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3822,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3822,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3823,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3823,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3824,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3824,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3825,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3825,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3826,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3826,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3827,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3827,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3828,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3828,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3829,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3829,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3830,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3830,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3831,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3831,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3832,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3832,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3833,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3833,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3835,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3835,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3836,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3836,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3837,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3837,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3838,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3838,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3839,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3839,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3841,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3841,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3842,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3842,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3843,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3843,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3846,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3846,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3847,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3847,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3848,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3848,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3850,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3850,-30.25,-71.7,coast of Chile,Tongoy,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
